Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,5,15,1,1,22,1,6,6,1,0,0,1,0,0,18,6,6,6,13.333333333333334,8.9,1.4,3.51,False
1,1,1,2,1,1,13,14,6,2,1,0,0,1,0,0,18,0,0,0,0.0,13.9,-0.3,0.79,True
4,4,1,12,1,15,13,14,5,7,0,0,0,0,0,0,42,7,11,3,14.166666666666666,12.4,0.5,1.79,True
1,8,4,11,1,1,13,1,6,6,1,0,0,1,1,0,18,6,7,3,11.25,16.2,0.3,-0.92,True
1,9,6,12,1,1,23,27,10,6,1,0,0,0,0,0,19,8,0,0,0.0,11.1,0.6,2.02,True
1,1,1,10,1,1,23,28,28,42,1,0,1,1,0,0,20,6,7,6,11.857142857142858,11.1,0.6,2.02,False
1,1,1,16,1,1,1,14,10,5,1,0,0,1,0,1,19,7,7,7,14.857142857142858,11.1,0.6,2.02,False
1,15,1,5,1,1,1,1,10,9,1,0,0,1,0,0,19,9,9,9,13.22222222222222,12.4,0.5,1.79,False
1,8,1,10,1,1,23,28,8,8,1,0,0,1,0,1,18,6,7,6,12.285714285714286,15.5,2.8,-4.06,False
1,8,1,6,1,1,13,28,8,8,1,0,0,1,0,1,20,5,8,4,15.0,12.7,3.7,-1.7,False
1,1,5,11,1,1,22,27,10,8,1,0,0,1,0,1,18,6,10,4,12.25,9.4,-0.8,-3.12,False
1,13,1,14,1,1,1,1,10,11,1,0,0,1,0,1,20,8,8,5,11.8,12.7,3.7,-1.7,False
1,14,1,17,0,1,22,28,10,9,0,0,1,0,0,0,29,5,12,3,12.6,16.2,0.3,-0.92,True
1,1,3,15,1,1,3,1,3,4,1,0,0,1,0,0,18,6,6,6,14.666666666666666,13.9,-0.3,0.79,False
1,9,2,9,1,1,22,27,6,10,1,0,0,1,1,0,20,5,12,3,10.571428571428571,10.8,1.4,1.74,True
1,15,1,6,1,14,1,1,5,5,1,1,0,1,1,0,26,6,16,3,10.0,15.5,2.8,-4.06,True
1,8,2,9,1,1,22,14,10,9,1,0,0,1,0,1,18,5,10,5,11.6,16.2,0.3,-0.92,False
1,14,1,12,1,1,1,28,5,8,0,0,0,1,0,1,18,8,8,8,14.3875,13.9,-0.3,0.79,False
4,12,2,13,1,1,23,27,8,8,1,0,0,1,0,0,24,7,0,0,0.0,10.8,1.4,1.74,True
4,1,1,3,0,1,24,14,5,11,1,0,0,1,0,1,47,6,7,6,14.166666666666666,16.2,0.3,-0.92,False
1,1,1,16,1,1,13,14,6,6,0,0,0,1,0,1,19,6,6,6,13.166666666666666,15.5,2.8,-4.06,False
1,1,4,12,1,1,3,14,2,6,1,0,0,1,0,0,18,8,8,8,13.76125,9.4,-0.8,-3.12,False
1,1,1,15,1,1,1,1,6,6,1,0,0,1,1,0,18,6,6,6,14.5,12.7,3.7,-1.7,False
1,1,3,6,1,1,1,14,10,10,1,0,0,1,0,1,18,6,8,6,15.285714285714286,8.9,1.4,3.51,False
1,8,1,2,1,1,1,1,6,8,1,0,0,1,0,1,18,0,0,0,0.0,12.7,3.7,-1.7,True
1,12,1,1,1,1,23,27,10,9,0,0,1,0,1,0,35,7,7,0,0.0,16.2,0.3,-0.92,True
1,1,1,15,1,1,13,27,10,7,1,0,0,1,0,1,19,6,7,6,13.0,10.8,1.4,1.74,False
1,1,2,12,1,1,23,27,10,8,1,0,0,1,0,1,19,7,7,6,12.9,7.6,2.6,0.32,False
1,1,2,15,1,1,13,14,5,8,1,0,0,1,0,0,18,6,6,6,12.0,11.1,0.6,2.02,False
1,12,1,13,1,1,23,14,10,7,1,0,0,1,0,1,25,7,9,6,12.157142857142857,8.9,1.4,3.51,False
1,1,3,11,1,1,13,27,5,8,1,0,0,1,0,0,21,6,8,4,12.25,11.1,0.6,2.02,False
1,8,1,12,1,1,13,1,5,11,1,0,0,1,0,0,18,7,7,6,13.116666666666667,7.6,2.6,0.32,False
1,17,1,4,1,16,1,14,10,8,0,0,1,1,0,1,24,11,13,11,12.636363636363637,8.9,1.4,3.51,False
1,8,6,12,1,1,3,14,6,6,1,0,0,1,0,1,19,8,8,8,14.575,11.1,0.6,2.02,False
1,1,3,10,1,1,1,1,4,4,1,0,0,1,0,0,20,6,7,6,11.5,7.6,2.6,0.32,False
1,8,1,11,1,1,13,29,6,5,0,0,0,1,0,1,18,6,6,6,13.0,13.9,-0.3,0.79,False
1,1,1,12,1,1,5,4,3,2,0,0,0,1,0,0,18,8,8,7,15.7,12.7,3.7,-1.7,False
2,12,1,4,1,1,23,27,10,10,0,0,0,1,0,0,29,13,13,13,15.307692307692308,15.5,2.8,-4.06,False
1,8,4,12,1,1,3,1,3,6,1,0,0,1,0,0,18,8,8,8,15.125,13.9,-0.3,0.79,False
1,14,2,12,1,1,23,27,5,5,1,0,0,1,1,1,28,23,23,20,13.5,7.6,2.6,0.32,False
1,8,4,15,1,1,1,1,6,6,0,0,1,1,1,0,20,6,6,6,12.333333333333334,12.7,3.7,-1.7,True
1,8,1,9,1,1,23,14,7,11,1,0,0,1,0,0,20,5,7,5,12.2,15.5,2.8,-4.06,False
1,8,1,6,1,1,2,3,3,3,0,0,0,1,0,0,20,5,11,4,11.5,9.4,-0.8,-3.12,False
1,1,1,4,1,1,23,1,10,5,0,0,0,1,1,0,18,6,6,6,15.166666666666666,12.4,0.5,1.79,False
1,8,1,10,1,1,13,1,1,6,1,0,0,1,0,0,18,6,7,5,13.8,13.9,-0.3,0.79,False
1,8,1,6,1,1,23,28,5,10,0,0,0,1,0,0,20,6,16,6,11.8,12.4,0.5,1.79,False
2,4,1,8,1,2,13,14,5,9,1,0,0,1,1,0,37,6,6,0,0.0,16.2,0.3,-0.92,True
1,1,1,9,1,1,13,14,10,4,1,0,0,0,1,0,20,5,7,3,11.0,9.4,-0.8,-3.12,True
1,1,1,15,1,1,23,28,10,10,1,0,0,1,0,1,18,6,6,6,13.333333333333334,9.4,-0.8,-3.12,False
1,8,1,2,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,0,0.0,15.5,2.8,-4.06,True
1,1,1,8,1,1,3,3,4,3,1,0,0,1,0,0,20,5,5,5,14.6,12.7,3.7,-1.7,False
1,1,1,12,1,1,13,28,6,8,0,0,0,1,0,0,18,8,10,8,12.86,9.4,-0.8,-3.12,False
1,15,1,6,1,14,1,14,5,5,0,0,0,1,0,0,21,6,9,6,12.166666666666666,13.9,-0.3,0.79,False
2,12,1,3,0,1,19,24,1,1,0,0,0,1,0,0,54,6,12,5,12.6,7.6,2.6,0.32,True
1,1,1,12,1,1,23,28,6,11,0,0,0,1,1,0,20,8,15,7,11.85625,15.5,2.8,-4.06,False
1,1,3,2,1,1,1,1,4,4,1,0,0,1,0,0,20,11,14,11,14.333333333333334,8.9,1.4,3.51,False
1,14,6,10,1,1,19,24,1,1,0,0,0,1,0,1,23,13,15,13,13.266666666666667,9.4,-0.8,-3.12,False
1,8,3,9,1,1,13,14,5,8,1,0,1,1,1,0,18,5,11,3,10.857142857142858,10.8,1.4,1.74,True
1,1,3,12,1,1,22,28,10,6,1,0,0,1,0,0,19,7,7,6,12.45,7.6,2.6,0.32,False
1,12,1,12,1,3,3,27,3,11,0,0,0,1,0,0,28,8,9,8,16.582222222222224,15.5,2.8,-4.06,False
1,1,3,12,1,1,23,28,6,8,1,0,0,1,0,1,18,8,10,8,13.122222222222222,16.2,0.3,-0.92,False
1,12,1,15,1,1,19,27,1,1,0,0,0,1,0,0,26,6,12,0,0.0,7.6,2.6,0.32,True
1,8,5,15,1,1,1,27,6,6,1,0,0,1,1,0,19,6,8,6,13.625,7.6,2.6,0.32,False
1,17,1,6,1,16,1,14,5,7,1,0,0,1,0,0,27,9,10,7,14.142857142857142,8.9,1.4,3.51,False
5,12,1,12,1,1,23,28,10,10,0,0,0,0,0,0,37,8,8,0,0.0,12.7,3.7,-1.7,True
1,1,2,2,1,1,23,28,5,10,1,0,0,1,1,0,19,0,0,0,0.0,7.6,2.6,0.32,False
1,8,2,11,1,1,22,27,6,8,1,0,0,1,1,0,30,6,15,3,11.333333333333334,7.6,2.6,0.32,True
1,1,1,11,1,1,22,14,10,10,1,0,0,1,0,1,22,6,6,6,14.333333333333334,9.4,-0.8,-3.12,False
1,1,1,14,1,1,22,27,6,10,1,0,0,1,0,0,23,5,5,4,11.25,7.6,2.6,0.32,True
1,1,4,12,1,1,1,14,5,6,0,0,0,1,0,0,18,8,0,0,0.0,12.7,3.7,-1.7,True
1,1,1,9,1,1,5,1,2,6,0,0,0,1,1,0,18,5,6,5,13.333333333333334,16.2,0.3,-0.92,False
1,1,1,12,1,1,1,14,4,4,1,0,0,1,0,1,18,8,8,8,16.09375,11.1,0.6,2.02,False
1,14,1,2,1,2,22,27,10,10,1,0,0,1,0,0,34,0,0,0,0.0,10.8,1.4,1.74,True
1,8,3,12,1,1,22,27,10,8,1,0,0,1,0,1,19,8,8,8,14.4775,15.5,2.8,-4.06,False
1,1,2,12,1,1,13,14,10,8,1,0,0,1,1,1,19,8,8,7,14.935714285714283,10.8,1.4,1.74,False
1,8,1,10,1,1,13,14,6,8,0,0,0,1,0,1,19,6,7,6,14.0,15.5,2.8,-4.06,False
1,8,5,12,1,1,13,1,5,4,1,0,0,1,0,0,19,8,8,8,14.34125,9.4,-0.8,-3.12,False
1,1,4,12,1,1,13,1,5,5,1,0,0,1,1,0,19,8,8,7,12.665714285714284,10.8,1.4,1.74,False
1,8,1,14,1,1,1,14,5,9,0,0,0,1,1,1,19,6,6,6,14.0,12.4,0.5,1.79,False
1,9,1,15,1,1,23,27,10,9,0,0,0,1,1,1,21,6,6,4,14.0,13.9,-0.3,0.79,False
1,1,4,12,1,1,22,27,10,10,1,0,0,1,0,0,18,8,8,8,13.045,9.4,-0.8,-3.12,False
1,8,2,9,1,1,23,27,7,7,0,0,0,1,0,0,18,5,8,5,12.0,13.9,-0.3,0.79,False
1,12,1,12,1,1,3,3,2,2,1,0,0,1,0,0,24,8,8,8,13.385,9.4,-0.8,-3.12,False
1,1,4,14,1,1,1,2,5,8,1,0,0,1,0,0,18,6,9,5,15.4,13.9,-0.3,0.79,False
2,12,1,4,1,1,22,27,10,10,0,0,0,0,1,0,44,7,8,1,12.0,15.5,2.8,-4.06,True
2,12,1,15,1,9,1,1,5,5,0,0,0,1,0,0,24,6,6,6,13.833333333333334,7.6,2.6,0.32,False
1,1,1,8,1,1,5,5,3,3,0,0,0,1,0,0,18,5,6,5,14.0,9.4,-0.8,-3.12,True
1,1,1,10,1,1,2,2,4,5,1,0,0,1,1,0,19,6,12,2,10.0,11.1,0.6,2.02,True
1,8,3,12,1,1,1,1,10,10,1,0,0,1,0,1,18,8,9,8,15.11111111111111,11.1,0.6,2.02,False
1,15,1,6,1,14,1,1,6,5,1,1,0,0,1,0,19,6,11,6,13.5,12.4,0.5,1.79,True
1,1,1,11,1,1,22,27,4,4,0,0,0,1,1,1,19,6,6,5,12.2,11.1,0.6,2.02,True
1,12,1,3,0,12,19,24,1,1,0,0,0,1,0,0,55,6,6,6,12.833333333333334,7.6,2.6,0.32,False
1,12,1,17,0,1,23,28,6,8,0,0,0,1,0,0,27,5,10,3,10.666666666666666,11.1,0.6,2.02,False
1,1,5,11,1,1,13,14,5,8,1,0,0,1,0,0,19,6,12,5,12.2,13.9,-0.3,0.79,False
1,8,2,11,1,1,13,14,8,8,1,0,0,1,0,1,18,6,6,0,0.0,12.7,3.7,-1.7,True
1,1,1,8,1,1,3,28,4,6,1,0,0,1,0,0,18,5,8,5,11.6,9.4,-0.8,-3.12,False
1,15,1,4,1,14,23,28,10,9,1,0,0,1,1,0,20,6,11,6,12.3,16.2,0.3,-0.92,False
1,8,4,10,1,1,22,27,10,9,1,0,0,1,1,0,21,6,7,6,13.666666666666666,8.9,1.4,3.51,False
1,1,1,10,1,1,23,28,8,8,1,0,0,1,1,0,18,6,7,6,11.5,10.8,1.4,1.74,False
1,8,1,11,1,1,13,1,10,10,0,0,0,1,1,1,20,6,12,0,0.0,10.8,1.4,1.74,True
1,1,1,12,1,1,5,1,3,6,0,0,0,1,0,0,19,8,8,8,13.55,11.1,0.6,2.02,False
1,1,2,9,1,1,3,14,3,5,1,0,0,1,0,0,21,5,9,4,11.75,8.9,1.4,3.51,False
1,8,2,15,1,1,13,14,10,7,1,0,0,1,0,1,18,6,6,6,14.0,8.9,1.4,3.51,False
1,8,1,15,1,1,1,1,6,2,0,0,1,0,1,0,19,6,10,4,12.6,15.5,2.8,-4.06,True
1,6,1,14,1,1,27,1,3,8,0,1,1,1,0,0,20,6,9,5,13.0,8.9,1.4,3.51,False
1,1,1,2,1,1,3,1,5,5,1,0,1,0,0,0,18,0,0,0,0.0,12.4,0.5,1.79,True
1,8,4,7,1,1,3,1,10,4,1,0,0,1,1,0,18,5,6,5,14.6,8.9,1.4,3.51,False
2,4,1,9,1,3,1,4,4,11,0,0,0,1,0,0,45,5,5,5,13.8,12.4,0.5,1.79,False
1,8,1,10,1,1,1,28,6,9,0,0,0,0,0,1,18,6,6,2,11.5,12.7,3.7,-1.7,True
1,8,3,12,1,1,1,14,8,9,1,0,0,1,0,1,18,8,11,7,12.94375,12.4,0.5,1.79,False
1,8,1,6,1,1,13,27,2,4,0,0,0,1,0,0,21,5,9,2,13.5,7.6,2.6,0.32,True
1,1,2,9,1,1,1,14,5,7,0,1,0,1,0,0,21,5,5,0,0.0,15.5,2.8,-4.06,True
1,8,1,11,1,1,13,27,6,4,0,0,0,1,0,0,18,6,7,6,14.166666666666666,12.7,3.7,-1.7,False
1,1,1,16,1,1,1,14,4,4,1,0,0,1,0,0,20,7,7,7,13.285714285714286,11.1,0.6,2.02,False
1,1,1,11,1,1,2,1,3,4,0,0,0,1,1,0,34,6,6,0,0.0,15.5,2.8,-4.06,True
1,1,2,9,1,1,13,27,5,6,1,0,0,1,0,0,20,5,8,5,12.2,7.6,2.6,0.32,False
1,17,1,6,1,16,1,3,5,3,1,0,0,0,0,1,20,9,13,7,14.285714285714286,8.9,1.4,3.51,False
1,1,1,15,1,1,13,1,6,11,1,0,0,1,0,0,18,6,6,6,13.5,11.1,0.6,2.02,True
1,1,1,6,1,1,1,14,4,5,0,0,0,1,0,0,20,5,8,3,13.0,9.4,-0.8,-3.12,False
1,8,1,9,1,1,13,14,10,10,0,0,0,1,0,0,19,5,9,4,10.25,11.1,0.6,2.02,False
1,8,1,8,1,1,3,14,3,10,0,0,0,1,0,0,18,5,6,5,12.6,9.4,-0.8,-3.12,False
1,8,1,9,1,1,23,27,7,5,1,0,0,1,0,0,19,5,9,0,0.0,16.2,0.3,-0.92,True
1,8,2,5,1,1,22,27,10,10,1,1,0,1,1,1,25,6,6,4,11.25,12.7,3.7,-1.7,True
1,5,1,15,1,1,23,27,1,6,1,0,0,1,0,0,18,6,0,0,0.0,9.4,-0.8,-3.12,True
2,15,1,3,0,14,22,14,10,11,0,0,0,1,0,0,33,6,7,6,15.5,13.9,-0.3,0.79,False
2,14,1,3,0,10,19,24,1,1,0,0,0,0,0,0,34,7,15,1,13.0,9.4,-0.8,-3.12,True
1,1,1,10,1,1,4,1,6,6,0,0,0,1,0,0,18,6,7,6,13.714285714285714,11.1,0.6,2.02,False
1,4,1,12,1,15,1,1,10,5,0,0,0,1,0,0,24,8,9,8,15.744444444444444,16.2,0.3,-0.92,False
1,12,1,11,1,1,22,27,10,7,0,0,0,1,1,0,54,6,13,5,14.333333333333334,16.2,0.3,-0.92,True
1,14,2,15,1,1,19,24,1,1,1,0,0,1,0,0,27,7,13,5,11.6,9.4,-0.8,-3.12,True
4,8,5,3,0,1,13,14,12,12,0,0,0,1,0,0,38,5,10,0,0.0,10.8,1.4,1.74,True
1,8,3,12,1,1,3,14,3,6,1,0,0,1,0,0,19,8,8,8,13.427499999999998,9.4,-0.8,-3.12,False
1,1,4,12,1,1,13,28,10,10,1,0,0,1,0,0,19,8,8,7,14.328571428571427,10.8,1.4,1.74,False
1,3,2,16,1,1,13,14,4,4,1,0,0,1,0,1,19,6,7,6,12.0,12.7,3.7,-1.7,False
1,8,3,16,1,1,22,27,6,10,1,1,0,1,0,1,19,6,8,5,12.8,12.7,3.7,-1.7,True
2,12,1,17,0,1,22,27,2,5,1,0,0,0,1,0,40,5,5,3,10.666666666666666,9.4,-0.8,-3.12,True
1,1,1,10,1,1,1,1,10,5,1,0,1,0,0,1,22,6,0,0,0.0,12.4,0.5,1.79,True
1,16,1,6,1,1,1,1,10,5,0,0,0,1,0,0,22,6,10,5,13.833333333333334,11.1,0.6,2.02,False
1,1,1,2,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0.0,9.4,-0.8,-3.12,True
1,8,1,14,1,1,10,28,10,6,0,0,0,1,0,1,19,6,9,6,13.666666666666666,8.9,1.4,3.51,False
1,1,2,11,1,1,1,27,5,6,1,0,0,1,0,0,18,6,6,3,12.666666666666666,12.7,3.7,-1.7,False
1,8,5,14,1,1,3,4,3,3,0,0,0,1,1,0,20,6,9,0,0.0,10.8,1.4,1.74,True
1,13,1,6,1,14,1,1,5,8,1,0,0,1,0,0,26,13,27,13,12.461538461538462,15.5,2.8,-4.06,False
1,8,4,16,1,1,22,27,10,6,1,0,0,1,0,0,18,6,7,5,11.4,10.8,1.4,1.74,True
1,12,2,13,1,1,1,1,10,11,0,0,0,1,1,0,24,7,13,0,0.0,11.1,0.6,2.02,True
1,1,1,5,1,1,22,14,10,4,1,0,0,1,0,0,20,6,6,6,11.5,16.2,0.3,-0.92,False
1,7,1,6,1,1,22,27,10,10,1,0,0,1,0,1,20,6,6,6,16.0,13.9,-0.3,0.79,False
1,1,1,12,1,1,23,28,10,10,0,0,0,1,1,1,19,8,12,8,12.233333333333333,15.5,2.8,-4.06,False
1,1,1,14,1,1,3,1,2,8,0,0,0,1,0,0,22,5,5,0,0.0,9.4,-0.8,-3.12,True
1,9,1,14,1,1,13,3,10,8,1,0,0,1,0,0,19,6,10,5,14.5,11.1,0.6,2.02,False
2,12,1,4,1,1,1,27,10,2,0,0,1,0,1,0,25,7,15,4,12.0,15.5,2.8,-4.06,True
2,2,1,9,1,2,22,27,10,10,0,0,0,0,1,0,57,14,16,9,12.22222222222222,9.4,-0.8,-3.12,True
1,13,1,6,1,1,1,28,5,10,1,0,0,1,0,1,20,6,11,6,12.833333333333334,13.9,-0.3,0.79,False
1,1,1,9,1,1,13,28,10,10,1,0,0,1,0,0,26,5,0,0,0.0,15.5,2.8,-4.06,True
1,8,1,2,1,1,13,28,10,8,0,0,0,1,1,1,23,0,0,0,0.0,9.4,-0.8,-3.12,False
1,1,2,5,1,1,13,28,10,10,1,0,0,1,0,1,19,6,8,6,12.375,10.8,1.4,1.74,False
1,4,1,6,1,3,1,14,10,11,0,0,0,1,0,0,34,6,0,0,0.0,15.5,2.8,-4.06,True
1,8,1,10,1,1,22,27,8,8,1,0,0,1,1,0,18,6,7,5,11.8,9.4,-0.8,-3.12,True
1,12,1,3,0,13,1,1,5,5,0,0,1,0,1,0,29,5,5,0,0.0,8.9,1.4,3.51,True
1,1,2,11,1,1,13,14,10,10,1,0,0,1,0,1,19,6,8,5,11.0,12.4,0.5,1.79,False
1,8,2,11,1,1,13,14,5,8,1,0,0,1,0,0,19,6,6,6,13.5,11.1,0.6,2.02,False
1,1,3,15,1,1,23,14,8,8,1,0,1,0,0,0,19,6,10,2,10.333333333333334,16.2,0.3,-0.92,True
1,1,3,12,1,1,1,27,8,8,1,0,0,1,0,0,19,8,11,7,13.258571428571427,10.8,1.4,1.74,False
1,16,1,5,1,1,1,1,5,5,1,0,0,1,0,0,21,11,11,10,11.4,11.1,0.6,2.02,True
1,1,3,15,1,1,23,27,8,8,1,0,0,1,0,1,18,6,6,6,12.833333333333334,8.9,1.4,3.51,True
1,9,3,6,1,1,1,1,10,10,1,0,0,1,0,1,18,5,8,5,13.0,10.8,1.4,1.74,False
1,1,1,11,1,1,13,14,10,10,1,0,0,1,0,1,18,6,10,4,14.0,15.5,2.8,-4.06,False
1,1,1,2,1,1,22,27,10,8,1,0,0,1,0,0,18,0,0,0,0.0,7.6,2.6,0.32,False
1,14,2,15,1,1,13,14,1,1,0,0,0,1,1,0,23,6,11,5,13.0,7.6,2.6,0.32,False
2,14,1,17,0,1,22,27,8,9,0,0,0,1,1,0,49,5,9,4,11.6,16.2,0.3,-0.92,True
1,12,1,7,1,1,22,27,10,9,0,0,1,0,1,0,45,5,5,0,0.0,15.5,2.8,-4.06,True
1,1,1,16,1,1,13,28,10,10,0,0,0,1,0,1,19,7,7,7,13.285714285714286,12.4,0.5,1.79,False
1,15,1,5,1,14,1,14,5,5,0,0,0,1,1,0,25,9,9,9,12.555555555555555,16.2,0.3,-0.92,False
2,12,1,5,1,9,22,28,6,11,0,0,1,0,1,1,46,6,6,0,0.0,15.5,2.8,-4.06,True
2,12,1,17,0,3,13,14,10,8,0,0,0,1,0,0,26,5,6,5,14.833333333333334,10.8,1.4,1.74,False
1,8,4,9,1,1,13,14,6,8,1,0,1,1,0,1,18,5,5,5,11.8,11.1,0.6,2.02,False
1,1,1,12,1,1,1,14,10,10,0,0,0,1,1,0,18,8,8,8,12.4875,12.4,0.5,1.79,False
1,12,2,7,1,1,22,27,6,6,0,0,0,1,1,0,30,2,2,0,0.0,7.6,2.6,0.32,True
1,8,1,11,1,1,1,1,5,9,1,0,0,0,1,0,22,6,0,0,0.0,12.4,0.5,1.79,True
1,1,1,12,1,1,1,27,10,10,0,0,0,1,0,0,18,8,8,7,14.2,12.7,3.7,-1.7,False
1,1,1,15,1,1,22,1,10,8,1,0,0,1,0,0,18,6,7,6,13.142857142857142,15.5,2.8,-4.06,True
1,1,1,12,1,1,23,28,10,10,1,0,0,1,0,0,18,7,7,6,14.65,7.6,2.6,0.32,False
1,14,1,17,0,1,23,28,10,8,0,0,0,1,1,1,32,10,10,10,12.8,10.8,1.4,1.74,False
1,13,1,12,1,1,13,27,6,8,1,0,0,1,0,0,28,17,19,17,13.554736842105264,16.2,0.3,-0.92,False
1,12,1,12,1,1,1,14,5,9,0,0,0,1,0,0,24,8,8,7,12.412857142857144,10.8,1.4,1.74,False
1,12,1,17,0,1,22,27,12,9,0,0,0,1,0,0,33,5,0,0,0.0,12.7,3.7,-1.7,True
2,12,1,17,0,1,23,14,5,9,0,0,0,1,0,0,33,5,6,5,15.333333333333334,10.8,1.4,1.74,False
1,4,2,8,1,3,19,24,1,1,0,0,0,1,0,0,25,5,9,0,0.0,10.8,1.4,1.74,True
1,1,2,12,1,1,1,14,8,8,1,0,0,1,0,0,18,8,8,8,14.0625,15.5,2.8,-4.06,True
1,12,1,4,1,1,22,27,10,8,1,0,0,0,1,0,35,6,8,0,0.0,15.5,2.8,-4.06,True
1,8,3,12,1,1,3,2,4,4,1,0,0,1,0,0,18,8,9,8,14.75,11.1,0.6,2.02,True
2,16,1,17,0,1,22,27,9,5,0,0,0,1,0,0,31,5,5,5,13.8,8.9,1.4,3.51,False
1,1,2,12,1,1,13,14,10,11,1,0,0,1,0,0,18,8,13,6,13.193333333333332,15.5,2.8,-4.06,False
1,1,6,12,1,1,3,1,4,4,1,0,0,1,0,0,19,8,8,8,13.25375,9.4,-0.8,-3.12,False
1,1,3,16,1,1,1,3,6,4,0,0,0,1,0,0,19,7,7,7,14.285714285714286,11.1,0.6,2.02,False
4,12,1,17,0,1,1,27,20,43,0,0,0,1,0,0,35,5,9,5,12.857142857142858,13.9,-0.3,0.79,False
1,12,1,14,1,1,23,14,10,9,0,0,1,0,1,0,25,6,9,2,14.5,13.9,-0.3,0.79,True
1,1,3,12,1,1,23,28,10,10,1,0,0,1,0,0,19,8,8,7,11.98857142857143,10.8,1.4,1.74,False
1,1,1,10,1,1,22,27,10,10,1,0,0,1,0,1,18,6,9,4,11.25,12.4,0.5,1.79,False
1,8,3,11,1,1,10,28,6,8,1,0,1,1,0,0,18,6,10,4,12.25,12.4,0.5,1.79,True
1,8,1,5,1,1,13,28,5,6,1,0,0,1,1,0,22,6,6,6,12.166666666666666,7.6,2.6,0.32,False
2,12,2,9,1,1,13,27,5,8,0,0,0,1,1,0,34,5,7,4,12.75,9.4,-0.8,-3.12,False
1,1,5,12,1,1,3,4,5,4,1,0,0,1,0,0,20,7,10,5,12.3,12.4,0.5,1.79,True
1,4,1,12,1,3,22,28,8,8,1,0,0,1,0,0,27,8,8,8,12.8875,9.4,-0.8,-3.12,False
1,7,1,2,1,1,22,27,10,10,1,0,0,1,1,0,19,0,0,0,0.0,7.6,2.6,0.32,True
4,12,1,10,1,12,22,27,10,11,0,0,0,0,0,0,44,6,0,0,0.0,13.9,-0.3,0.79,True
1,4,1,6,1,15,13,14,10,6,0,0,1,0,0,0,26,6,0,0,0.0,8.9,1.4,3.51,True
1,1,2,12,1,1,23,27,6,7,1,0,0,1,0,1,19,8,8,8,15.6375,13.9,-0.3,0.79,False
1,1,1,2,1,1,22,27,10,10,1,0,0,1,1,0,21,0,0,0,0.0,12.7,3.7,-1.7,True
1,1,4,9,1,1,1,14,5,9,1,0,0,1,0,0,19,5,5,5,14.6,8.9,1.4,3.51,False
2,12,1,9,1,1,22,27,10,10,1,0,0,1,0,0,31,5,9,2,11.5,7.6,2.6,0.32,True
1,1,4,14,1,1,23,28,4,8,1,0,0,1,0,0,19,6,9,6,13.571428571428571,11.1,0.6,2.02,False
1,12,1,3,0,1,22,27,10,10,0,0,0,1,0,1,30,6,7,6,14.333333333333334,10.8,1.4,1.74,False
1,1,3,15,1,1,3,1,3,5,1,0,0,1,1,0,20,6,11,3,12.75,15.5,2.8,-4.06,False
1,1,1,11,1,1,1,14,7,7,1,0,0,1,1,0,21,6,8,5,11.6,13.9,-0.3,0.79,False
1,1,3,10,1,1,23,27,9,9,1,0,0,1,0,1,19,6,6,6,11.833333333333334,13.9,-0.3,0.79,False
1,1,3,6,1,1,23,1,10,10,1,0,0,1,0,1,18,5,9,3,11.666666666666666,9.4,-0.8,-3.12,True
2,13,1,4,1,1,3,1,3,3,0,0,0,1,1,0,26,6,6,0,0.0,12.4,0.5,1.79,True
1,1,6,15,1,1,13,1,5,5,1,0,0,1,0,1,19,6,10,5,12.0,12.4,0.5,1.79,False
2,14,2,16,1,1,23,22,5,2,0,0,0,1,0,0,31,6,8,5,13.5,9.4,-0.8,-3.12,True
1,12,2,3,0,1,22,27,10,10,0,0,0,1,0,0,29,6,8,6,15.625,12.4,0.5,1.79,False
1,9,1,14,1,1,1,1,10,10,1,0,0,1,0,1,19,6,6,6,14.333333333333334,12.4,0.5,1.79,False
1,15,1,3,0,14,13,27,8,7,1,0,0,1,0,0,22,6,7,6,13.285714285714286,12.4,0.5,1.79,False
2,1,1,3,0,1,1,27,5,8,1,0,0,1,0,0,24,6,6,6,14.166666666666666,9.4,-0.8,-3.12,False
1,4,1,14,1,3,16,27,4,4,1,0,0,1,1,0,27,11,11,6,13.166666666666666,9.4,-0.8,-3.12,True
1,8,3,10,1,1,1,14,5,11,1,0,0,1,0,0,19,6,7,0,0.0,16.2,0.3,-0.92,True
1,1,1,6,1,1,13,28,10,10,1,0,0,1,0,0,19,6,8,6,15.875,12.4,0.5,1.79,False
1,1,3,14,1,1,11,9,1,1,1,0,0,0,1,0,19,4,4,0,0.0,7.6,2.6,0.32,True
1,1,1,16,1,1,13,14,4,8,1,0,0,1,0,1,18,7,7,7,15.142857142857142,13.9,-0.3,0.79,False
1,12,1,16,1,1,22,14,10,6,0,0,0,1,0,0,27,6,10,5,12.0,7.6,2.6,0.32,False
